2020-10-23,166.26219675
2020-10-24,175.49571609
2020-10-25,180.93388551
2020-10-26,173.80721718
2020-10-27,174.89092465
2020-10-28,169.86199034
2020-10-29,166.78547803
2020-10-30,163.51383578
2020-10-31,164.86953203
2020-11-01,164.63684707
2020-11-02,158.67187047
2020-11-03,153.7834912
2020-11-04,152.16014477
2020-11-05,159.75187221
2020-11-06,167.63979788
2020-11-07,162.21051184
2020-11-08,166.8770308
2020-11-09,160.12264421
2020-11-10,157.19438809
2020-11-11,159.1252486
2020-11-12,158.16559301
2020-11-13,161.14622664
2020-11-14,157.73521691
2020-11-15,154.43092792
2020-11-16,158.09513398
2020-11-17,166.85010842
2020-11-18,162.15277762
2020-11-19,161.59485788
2020-11-20,165.99911293
2020-11-21,193.67356605
2020-11-22,177.86705949
2020-11-23,196.9010939
2020-11-24,208.91473575
2020-11-25,191.83942702
2020-11-26,165.46849521
2020-11-27,161.8022044
2020-11-28,166.73038782
2020-11-29,168.19786367
2020-11-30,182.55816007
2020-12-01,169.36626073
2020-12-02,171.03746612
2020-12-03,170.82894707
2020-12-04,177.54808772
2020-12-05,181.96660215
2020-12-06,178.55229355
2020-12-07,179.69573289
2020-12-08,173.3684144
2020-12-09,170.32228649
2020-12-10,166.40974158
2020-12-11,161.65416611
2020-12-12,165.09475656
2020-12-13,168.59535928
2020-12-14,166.63701295
2020-12-15,169.18199727
2020-12-16,179.62428159
2020-12-17,179.06691097
2020-12-18,178.43699348
2020-12-19,176.91659409
2020-12-20,182.79126584
2020-12-21,171.65128582
2020-12-22,171.53178576
2020-12-23,153.59865349
2020-12-24,162.17600036
2020-12-25,165.3999163
2020-12-26,164.1349786
2020-12-27,167.30254212
2020-12-28,168.48985476
2020-12-29,164.39670636
2020-12-30,166.90309475
2020-12-31,163.63203734
2021-01-01,163.11580962
2021-01-02,163.08938068
2021-01-03,171.39066781
2021-01-04,167.5882256
2021-01-05,168.62797287
2021-01-06,179.8541546
2021-01-07,176.24328334
2021-01-08,180.46296464
2021-01-09,284.50982537
2021-01-10,253.70502528
2021-01-11,191.36957328
2021-01-12,188.73960617
2021-01-13,212.43849314
2021-01-14,220.62807916
2021-01-15,208.85467923
2021-01-16,207.11446794
2021-01-17,199.09879993
2021-01-18,206.42826488
2021-01-19,204.71743184
2021-01-20,200.87618523
2021-01-21,178.35936107
2021-01-22,178.38898283
2021-01-23,174.71525497
2021-01-24,174.9513285
2021-01-25,181.77093622
2021-01-26,174.15500926
2021-01-27,162.0761677
2021-01-28,164.60247641
2021-01-29,173.016546
2021-01-30,178.85046653
2021-01-31,173.8604648
